t,x,y,z,id,type
0.00,4985.6,10042.1,0.0,0,atk
0.00,4971.7,1201.4,0.0,1,atk
0.00,6685.8,3244.5,0.0,2,atk
0.00,13534.5,10501.0,0.0,3,atk
0.00,13921.1,14059.0,0.0,4,atk
0.00,8160.0,31.1,0.0,5,atk
0.00,6216.1,10899.4,0.0,6,atk
0.00,4499.0,10001.0,0.0,7,atk
0.00,9471.7,6902.5,0.0,8,atk
0.00,9670.9,7374.0,0.0,9,atk
0.00,8727.8,9192.5,0.0,2,def
0.00,12908.0,10778.5,0.0,4,def
0.00,6971.1,13128.7,0.0,5,def
0.00,13925.6,12808.7,0.0,6,def
0.00,5040.2,11784.1,0.0,7,def
0.00,8141.4,393.7,0.0,8,def
0.22,4954.1,10033.7,32.3,0,atk
0.22,4941.5,1218.3,34.3,1,atk
0.22,6653.5,3274.8,44.0,2,atk
0.22,13498.9,10522.6,41.5,3,atk
0.22,13866.9,14037.9,57.9,4,atk
0.22,8162.9,77.6,46.4,5,atk
0.22,6187.4,10862.6,46.4,6,atk
0.22,4476.9,9965.3,41.8,7,atk
0.22,9445.1,6931.8,39.3,8,atk
0.22,9642.6,7400.9,38.7,9,atk
0.22,8730.7,9187.0,0.1,2,def
0.22,12913.6,10776.0,0.2,4,def
0.22,6969.1,13122.8,0.1,5,def
0.22,13925.5,12814.9,0.1,6,def
0.22,5045.1,11780.3,0.1,7,def
0.22,8141.8,387.6,0.4,8,def
0.40,4928.3,10026.8,58.5,0,atk
0.40,4916.8,1232.2,62.1,1,atk
0.40,6627.0,3299.6,79.7,2,atk
0.40,13469.7,10540.4,75.0,3,atk
0.40,13822.6,14020.6,104.9,4,atk
0.40,8165.2,115.8,84.0,5,atk
0.40,6163.9,10832.4,84.0,6,atk
0.40,4458.8,9936.0,75.7,7,atk
0.40,9423.4,6955.8,71.1,8,atk
0.40,9619.5,7422.8,70.0,9,atk
0.40,8736.3,9175.9,0.3,2,def
0.40,12925.0,10771.0,0.8,4,def
0.40,6965.1,13111.1,0.3,5,def
0.40,13925.0,12827.3,0.6,6,def
0.40,5054.8,11772.6,0.4,7,def
0.40,8142.6,375.3,1.9,8,def
0.62,4896.8,10018.4,89.9,0,atk
0.62,4886.6,1249.1,95.5,1,atk
0.62,6594.7,3329.8,122.8,2,atk
0.62,13434.0,10562.0,115.7,3,atk
0.62,13768.4,13999.5,161.9,4,atk
0.62,8168.1,162.4,129.6,5,atk
0.62,6135.2,10795.6,129.6,6,atk
0.62,4436.6,9900.2,116.6,7,atk
0.62,9396.8,6985.1,109.5,8,atk
0.62,9591.3,7449.7,107.9,9,atk
0.62,8747.3,9154.3,0.9,2,def
0.62,12947.2,10761.5,3.0,4,def
0.62,6957.1,13088.2,0.9,5,def
0.62,13923.5,12851.4,2.1,6,def
0.62,5073.5,11757.2,1.4,7,def
0.62,8144.4,351.9,7.1,8,def
0.82,4868.2,10010.8,118.1,0,atk
0.82,4859.2,1264.4,125.5,1,atk
0.82,6565.3,3357.3,161.6,2,atk
0.82,13401.6,10581.7,152.2,3,atk
0.82,13719.2,13980.3,213.3,4,atk
0.82,8170.8,204.7,170.6,5,atk
0.82,6109.1,10762.2,170.6,6,atk
0.82,4416.5,9867.7,153.4,7,atk
0.82,9372.6,7011.7,144.1,8,atk
0.82,9565.7,7474.1,141.8,9,atk
0.82,8761.2,9126.7,2.0,2,def
0.82,12975.4,10749.6,6.9,4,def
0.82,6946.8,13059.0,1.9,5,def
0.82,13920.9,12882.1,4.8,6,def
0.82,5097.1,11737.3,3.1,7,def
0.82,8146.9,323.5,16.8,8,def
1.02,4839.5,10003.2,146.0,0,atk
1.02,4831.8,1279.8,155.1,1,atk
1.02,6535.9,3384.8,200.1,2,atk
1.02,13369.1,10601.4,188.3,3,atk
1.02,13670.0,13961.1,264.3,4,atk
1.02,8173.4,247.1,211.2,5,atk
1.02,6083.1,10728.7,211.2,6,atk
1.02,4396.4,9835.2,189.8,7,atk
1.02,9348.5,7038.4,178.2,8,atk
1.02,9540.0,7498.6,175.4,9,atk
1.02,8778.9,9091.4,3.7,2,def
1.02,13011.1,10734.7,13.6,4,def
1.02,6933.7,13021.8,3.6,5,def
1.02,13916.7,12921.0,9.1,6,def
1.02,5126.8,11711.4,5.9,7,def
1.02,8150.6,290.5,33.6,8,def
1.22,4810.9,9995.5,173.4,0,atk
1.22,4804.3,1295.1,184.4,1,atk
1.22,6506.6,3412.4,238.1,2,atk
1.22,13336.7,10621.0,224.0,3,atk
1.22,13620.7,13942.0,314.9,4,atk
1.22,8176.0,289.4,251.4,5,atk
1.22,6057.0,10695.2,251.4,6,atk
1.22,4376.2,9802.7,225.9,7,atk
1.22,9324.3,7065.0,212.0,8,atk
1.22,9514.4,7523.0,208.6,9,atk
1.22,8800.3,9048.2,6.4,2,def
1.22,13054.2,10717.2,24.2,4,def
1.22,6917.4,12976.4,6.0,5,def
1.22,13910.4,12968.1,15.5,6,def
1.22,5162.4,11679.3,10.1,7,def
1.22,8155.2,255.8,58.8,8,def
1.42,4782.2,9987.9,200.4,0,atk
1.42,4776.9,1310.5,213.2,1,atk
1.42,6477.2,3439.9,275.7,2,atk
1.42,13304.3,10640.7,259.3,3,atk
1.42,13571.5,13922.8,365.2,4,atk
1.42,8178.6,331.8,291.3,5,atk
1.42,6030.9,10661.8,291.2,6,atk
1.42,4356.1,9770.1,261.5,7,atk
1.42,9300.1,7091.6,245.3,8,atk
1.42,9488.7,7547.4,241.5,9,atk
1.42,8825.4,8997.0,10.1,2,def
1.42,13104.1,10697.3,39.9,4,def
1.42,6898.1,12922.7,9.3,5,def
1.42,13901.7,13023.4,24.5,6,def
1.42,5203.9,11640.7,15.9,7,def
1.42,8160.8,222.9,92.5,8,def
1.62,4753.6,9980.2,227.1,0,atk
1.62,4749.5,1325.9,241.6,1,atk
1.62,6447.8,3467.4,313.0,2,atk
1.62,13271.8,10660.4,294.3,3,atk
1.62,13522.2,13903.6,415.0,4,atk
1.62,8181.3,374.1,330.7,5,atk
1.62,6004.8,10628.3,330.6,6,atk
1.62,4336.0,9737.6,296.7,7,atk
1.62,9275.9,7118.3,278.3,8,atk
1.62,9463.1,7571.9,273.9,9,atk
1.62,8854.2,8937.7,15.2,2,def
1.62,13159.8,10675.9,62.4,4,def
1.62,6875.5,12860.7,13.7,5,def
1.62,13889.9,13086.6,36.6,6,def
1.62,5251.0,11595.3,23.6,7,def
1.62,8167.1,194.4,134.1,8,def
1.82,4725.0,9972.6,253.3,0,atk
1.82,4722.0,1341.2,269.7,1,atk
1.82,6418.4,3494.9,349.8,2,atk
1.82,13239.4,10680.1,328.8,3,atk
1.82,13473.0,13884.4,464.5,4,atk
1.82,8183.9,416.5,369.8,5,atk
1.82,5978.7,10594.8,369.7,6,atk
1.82,4315.9,9705.1,331.6,7,atk
1.82,9251.8,7144.9,310.9,8,atk
1.82,9437.4,7596.3,305.9,9,atk
1.82,8886.7,8870.1,22.0,2,def
1.82,13219.0,10654.2,93.3,4,def
1.82,6849.6,12790.1,19.4,5,def
1.82,13874.5,13157.5,52.4,6,def
1.82,5303.6,11542.8,33.7,7,def
1.82,8173.9,172.1,182.5,8,def
2.02,4696.3,9965.0,279.1,0,atk
2.02,4694.6,1356.6,297.3,1,atk
2.02,6389.0,3522.4,386.3,2,atk
2.02,13207.0,10699.7,362.9,3,atk
2.02,13423.8,13865.2,513.5,4,atk
2.02,8186.5,458.9,408.4,5,atk
2.02,5952.7,10561.4,408.3,6,atk
2.02,4295.7,9672.6,366.0,7,atk
2.02,9227.6,7171.5,343.0,8,atk
2.02,9411.7,7620.7,337.5,9,atk
2.02,8922.9,8794.0,30.6,2,def
2.02,13278.8,10633.6,133.4,4,def
2.02,6820.2,12710.9,26.4,5,def
2.02,13855.0,13235.7,72.5,6,def
2.02,5361.4,11482.9,46.4,7,def
2.02,8181.0,157.2,236.7,8,def
2.22,4667.7,9957.3,304.6,0,atk
2.22,4667.2,1372.0,324.6,1,atk
2.22,6359.7,3549.9,422.4,2,atk
2.22,13174.6,10719.4,396.7,3,atk
2.22,13374.5,13846.0,562.2,4,atk
2.22,8189.1,501.2,446.7,5,atk
2.22,5926.6,10527.9,446.5,6,atk
2.22,4275.6,9640.1,400.1,7,atk
2.22,9203.4,7198.2,374.8,8,atk
2.22,9386.1,7645.1,368.8,9,atk
2.22,8962.6,8709.3,41.6,2,def
2.22,13335.8,10615.5,182.2,4,def
2.22,6787.3,12622.9,35.1,5,def
2.22,13830.7,13320.6,97.4,6,def
2.22,5424.0,11415.3,62.1,7,def
2.22,8188.2,150.6,295.6,8,def
2.42,4639.0,9949.7,329.7,0,atk
2.42,4639.7,1387.3,351.4,1,atk
2.42,6330.3,3577.4,458.1,2,atk
2.42,13142.1,10739.1,430.1,3,atk
2.42,13325.3,13826.8,610.5,4,atk
2.42,8191.8,543.6,484.5,5,atk
2.42,5900.5,10494.4,484.4,6,atk
2.42,4255.5,9607.5,433.8,7,atk
2.42,9179.3,7224.8,406.2,8,atk
2.42,9360.4,7669.6,399.6,9,atk
2.42,9005.8,8615.9,55.4,2,def
2.42,13381.4,10602.6,231.7,4,def
2.42,6750.7,12526.0,45.5,5,def
2.42,13801.1,13411.5,127.8,6,def
2.42,5491.1,11339.7,81.4,7,def
2.42,8195.5,152.9,358.5,8,def
2.62,4610.4,9942.1,354.4,0,atk
2.62,4612.3,1402.7,377.9,1,atk
2.62,6300.9,3605.0,493.3,2,atk
2.62,13109.7,10758.8,463.0,3,atk
2.62,13276.0,13807.6,658.4,4,atk
2.62,8194.4,585.9,522.0,5,atk
2.62,5874.4,10461.0,521.9,6,atk
2.62,4235.4,9575.0,467.0,7,atk
2.62,9155.1,7251.4,437.2,8,atk
2.62,9334.8,7694.0,430.1,9,atk
2.62,9052.2,8513.6,72.4,2,def
2.62,13405.1,10597.6,268.5,4,def
2.62,6710.3,12420.1,57.9,5,def
2.62,13765.4,13507.6,164.4,6,def
2.62,5562.1,11255.9,104.7,7,def
2.62,8202.8,164.7,424.6,8,def
2.82,4581.7,9934.4,378.6,0,atk
2.82,4584.9,1418.0,404.0,1,atk
2.82,6271.5,3632.5,528.2,2,atk
2.82,13077.3,10778.5,495.6,3,atk
2.82,13226.8,13788.4,705.8,4,atk
2.82,8197.0,628.3,559.1,5,atk
2.82,5848.3,10427.5,558.9,6,atk
2.82,4215.2,9542.5,499.9,7,atk
2.82,9130.9,7278.0,467.8,8,atk
2.82,9309.1,7718.4,460.2,9,atk
2.82,9101.6,8402.4,93.4,2,def
2.82,13419.9,10597.0,308.8,4,def
2.82,6666.0,12305.0,72.5,5,def
2.82,13723.0,13607.5,207.6,6,def
2.82,5636.3,11163.5,132.5,7,def
2.82,8209.8,186.4,493.1,8,def
3.02,4553.1,9926.8,402.5,0,atk
3.02,4557.4,1433.4,429.7,1,atk
3.02,6242.2,3660.0,562.7,2,atk
3.02,13044.8,10798.1,527.8,3,atk
3.02,13177.6,13769.2,752.9,4,atk
3.02,8199.7,670.6,595.8,5,atk
3.02,5822.3,10394.0,595.6,6,atk
3.02,4195.1,9510.0,532.4,7,atk
3.02,9106.8,7304.7,498.1,8,atk
3.02,9283.5,7742.9,489.8,9,atk
3.02,9153.7,8282.5,119.3,2,def
3.02,13426.5,10600.9,353.8,4,def
3.02,6617.7,12180.6,89.5,5,def
3.02,13673.6,13709.9,257.9,6,def
3.02,5712.9,11062.4,165.3,7,def
3.02,8216.5,218.4,563.3,8,def
3.22,4524.5,9919.2,426.0,0,atk
3.22,4530.0,1448.8,455.0,1,atk
3.22,6212.8,3687.5,596.9,2,atk
3.22,13012.4,10817.8,559.6,3,atk
3.22,13128.3,13750.1,799.7,4,atk
3.22,8202.3,713.0,632.1,5,atk
3.22,5796.2,10360.6,631.9,6,atk
3.22,4175.0,9477.5,564.5,7,atk
3.22,9082.6,7331.3,527.9,8,atk
3.22,9257.8,7767.3,519.1,9,atk
3.22,9207.7,8154.0,151.3,2,def
3.22,13424.3,10609.2,402.8,4,def
3.22,6565.1,12046.9,109.2,5,def
3.22,13616.7,13813.2,315.7,6,def
3.22,5790.9,10952.4,204.0,7,def
3.22,8222.9,260.9,634.4,8,def
3.42,4495.8,9911.5,449.1,0,atk
3.42,4502.6,1464.1,479.9,1,atk
3.42,6183.4,3715.0,630.6,2,atk
3.42,12980.0,10837.5,591.0,3,atk
3.42,13079.1,13730.9,846.0,4,atk
3.42,8204.9,755.3,668.0,5,atk
3.42,5770.1,10327.1,667.8,6,atk
3.42,4154.8,9444.9,596.2,7,atk
3.42,9058.4,7357.9,557.3,8,atk
3.42,9232.2,7791.7,548.0,9,atk
3.42,9262.6,8017.9,190.8,2,def
3.42,13413.1,10622.2,455.3,4,def
3.42,6508.3,11903.6,131.9,5,def
3.42,13552.1,13915.3,381.2,6,def
3.42,5868.9,10833.7,249.0,7,def
3.42,8228.8,314.4,705.6,8,def
3.62,4467.2,9903.9,471.8,0,atk
3.62,4475.1,1479.5,504.4,1,atk
3.62,6154.0,3742.5,663.9,2,atk
3.62,12947.5,10857.2,622.0,3,atk
3.62,13029.9,13711.7,891.9,4,atk
3.62,8207.5,797.7,703.5,5,atk
3.62,5744.0,10293.6,703.3,6,atk
3.62,4134.7,9412.4,627.5,7,atk
3.62,9034.2,7384.6,586.4,8,atk
3.62,9206.5,7816.2,576.5,9,atk
3.62,9316.5,7876.2,239.8,2,def
3.62,13392.2,10640.0,511.0,4,def
3.62,6446.9,11750.8,157.9,5,def
3.62,13479.8,14014.5,454.1,6,def
3.62,5945.1,10706.6,301.0,7,def
3.62,8234.2,378.8,776.0,8,def
3.82,4438.5,9896.2,494.2,0,atk
3.82,4447.7,1494.9,528.5,1,atk
3.82,6124.6,3770.1,696.8,2,atk
3.82,12915.1,10876.8,652.6,3,atk
3.82,12980.6,13692.5,937.4,4,atk
3.82,8210.2,840.1,738.6,5,atk
3.82,5717.9,10260.2,738.4,6,atk
3.82,4114.6,9379.9,658.5,7,atk
3.82,9010.1,7411.2,615.0,8,atk
3.82,9180.9,7840.6,604.6,9,atk
3.82,9366.7,7733.2,299.0,2,def
3.82,13361.4,10662.7,569.2,4,def
3.82,6380.8,11588.2,187.6,5,def
3.82,13400.3,14108.9,534.1,6,def
3.82,6017.5,10571.8,360.5,7,def
3.82,8238.8,454.5,844.7,8,def
4.02,4409.9,9888.6,516.1,0,atk
4.02,4420.3,1510.2,552.3,1,atk
4.02,6095.3,3797.6,729.4,2,atk
4.02,12882.7,10896.5,682.9,3,atk
4.02,12931.4,13673.3,982.5,4,atk
4.02,8212.8,882.4,773.3,5,atk
4.02,5691.9,10226.7,773.1,6,atk
4.02,4094.5,9347.4,689.0,7,atk
4.02,8985.9,7437.8,643.3,8,atk
4.02,9155.2,7865.0,632.3,9,atk
4.02,9405.5,7611.1,359.3,2,def
4.02,13320.3,10690.3,629.5,4,def
4.02,6309.8,11415.9,221.3,5,def
4.02,13313.8,14196.5,620.7,6,def
4.02,6083.9,10430.8,427.7,7,def
4.02,8242.6,541.5,910.6,8,def
4.22,4381.2,9881.0,537.6,0,atk
4.22,4392.8,1525.6,575.6,1,atk
4.22,6065.9,3825.1,761.5,2,atk
4.22,12850.2,10916.2,712.7,3,atk
4.22,12882.1,13654.1,1027.3,4,atk
4.22,8215.4,924.8,807.7,5,atk
4.22,5665.8,10193.2,807.4,6,atk
4.22,4074.3,9314.9,719.1,7,atk
4.22,8961.7,7464.5,671.1,8,atk
4.22,9129.5,7889.4,659.6,9,atk
4.22,9429.6,7522.8,411.9,2,def
4.22,13268.4,10723.0,691.2,4,def
4.22,6233.7,11233.8,259.7,5,def
4.22,13221.2,14275.8,713.2,6,def
4.22,6142.0,10285.3,502.1,7,def
4.22,8245.5,639.6,972.2,8,def
4.42,4352.6,9873.3,558.8,0,atk
4.42,4365.4,1540.9,598.5,1,atk
4.42,6036.5,3852.6,793.3,2,atk
4.42,12817.8,10935.9,742.1,3,atk
4.42,12832.9,13634.9,1071.6,4,atk
4.42,8218.0,967.1,841.6,5,atk
4.42,5639.7,10159.8,841.4,6,atk
4.42,4054.2,9282.4,748.9,7,atk
4.42,8937.6,7491.1,698.6,8,atk
4.42,9103.9,7913.9,686.5,9,atk
4.42,9440.8,7468.7,452.6,2,def
4.42,13205.5,10760.8,753.6,4,def
4.42,6152.3,11042.0,303.1,5,def
4.42,13123.2,14345.3,810.7,6,def
4.42,6189.9,10138.1,582.9,7,def
4.42,8247.4,748.4,1028.1,8,def
4.62,4324.0,9865.7,579.5,0,atk
4.62,4338.0,1556.3,621.1,1,atk
4.62,6007.1,3880.1,824.6,2,atk
4.62,12785.4,10955.6,771.2,3,atk
4.62,12783.7,13615.7,1115.6,4,atk
4.62,8220.7,1009.5,875.1,5,atk
4.62,5613.6,10126.3,874.9,6,atk
4.62,4034.1,9249.8,778.2,7,atk
4.62,8913.4,7517.7,725.7,8,atk
4.62,9078.2,7938.3,713.1,9,atk
4.62,9442.0,7446.9,476.7,2,def
4.62,13131.2,10803.8,815.8,4,def
4.62,6065.3,10840.6,352.5,5,def
4.62,13020.6,14404.0,912.3,6,def
4.62,6222.1,10008.4,659.1,7,def
4.62,8247.9,866.8,1076.2,8,def
4.82,4295.3,9858.1,599.9,0,atk
4.82,4310.6,1571.7,643.3,1,atk
4.82,5977.7,3907.6,855.6,2,atk
4.82,12752.9,10975.2,799.8,3,atk
4.82,12734.4,13596.5,1159.2,4,atk
4.82,8223.3,1051.8,908.3,5,atk
4.82,5587.5,10092.8,908.0,6,atk
4.82,4014.0,9217.3,807.2,7,atk
4.82,8889.2,7544.4,752.4,8,atk
4.82,9052.6,7962.7,739.2,9,atk
4.82,9436.4,7443.3,494.0,2,def
4.82,13045.2,10852.0,876.7,4,def
4.82,5972.5,10630.0,408.7,5,def
4.82,12914.2,14450.8,1017.1,6,def
4.82,6237.1,9907.7,723.2,7,def
4.82,8247.1,993.0,1114.2,8,def
5.02,4266.7,9850.4,619.9,0,atk
5.02,4283.1,1587.0,665.0,1,atk
5.02,5948.4,3935.1,886.2,2,atk
5.02,12720.5,10994.9,828.1,3,atk
5.02,12685.2,13577.4,1202.3,4,atk
5.02,8225.9,1094.2,941.1,5,atk
5.02,5561.5,10059.4,940.8,6,atk
5.02,3993.8,9184.8,835.8,7,atk
5.02,8865.1,7571.0,778.6,8,atk
5.02,9026.9,7987.2,765.0,9,atk
5.02,9423.4,7449.7,516.1,2,def
5.02,12947.3,10905.2,934.7,4,def
5.02,5873.5,10410.9,472.9,5,def
5.02,12805.8,14484.7,1123.5,6,def
5.02,6237.9,9836.7,773.0,7,def
5.02,8245.1,1114.4,1138.2,8,def
5.22,4238.0,9842.8,639.4,0,atk
5.22,4255.7,1602.4,686.4,1,atk
5.22,5919.0,3962.7,916.4,2,atk
5.22,12688.1,11014.6,856.0,3,atk
5.22,12636.0,13558.2,1245.1,4,atk
5.22,8228.6,1136.5,973.4,5,atk
5.22,5535.4,10025.9,973.2,6,atk
5.22,3973.7,9152.3,863.9,7,atk
5.22,8840.9,7597.6,804.5,8,atk
5.22,9001.3,8011.6,790.3,9,atk
5.22,9402.9,7466.4,542.9,2,def
5.22,12837.8,10963.1,987.5,4,def
5.22,5768.1,10184.7,546.6,5,def
5.22,12706.9,14502.5,1219.9,6,def
5.22,6226.6,9784.0,815.8,7,def
5.22,8242.4,1204.4,1144.9,8,def
5.42,4209.4,9835.1,658.6,0,atk
5.42,4228.3,1617.8,707.4,1,atk
5.42,5889.6,3990.2,946.2,2,atk
5.42,12655.6,11034.3,883.4,3,atk
5.42,12586.7,13539.0,1287.5,4,atk
5.42,8231.2,1178.9,1005.4,5,atk
5.42,5509.3,9992.4,1005.1,6,atk
5.42,3953.6,9119.8,891.7,7,atk
5.42,8816.7,7624.2,830.1,8,atk
5.42,8975.6,8036.0,815.3,9,atk
5.42,9374.6,7493.5,574.6,2,def
5.42,12718.1,11024.6,1031.8,4,def
5.42,5656.5,9954.3,632.0,5,def
5.42,12608.1,14506.1,1315.5,6,def
5.42,6202.5,9735.6,861.6,7,def
5.42,8239.9,1257.9,1139.3,8,def
5.62,4180.8,9827.5,677.4,0,atk
5.62,4200.8,1633.1,728.0,1,atk
5.62,5860.2,4017.7,975.6,2,atk
5.62,12623.2,11053.9,910.5,3,atk
5.62,12537.5,13519.8,1329.5,4,atk
5.62,5483.2,9959.0,1036.7,6,atk
5.62,3933.4,9087.2,919.1,7,atk
5.62,8792.6,7650.9,855.2,8,atk
5.62,8950.0,8060.4,839.9,9,atk
5.62,9338.2,7531.5,611.2,2,def
5.62,12598.4,11084.2,1062.0,4,def
5.62,5539.8,9725.5,730.3,5,def
5.62,12508.9,14495.3,1410.8,6,def
5.62,6165.1,9691.9,910.3,7,def
5.82,4152.1,9819.9,695.8,0,atk
5.82,4173.4,1648.5,748.2,1,atk
